test_case,input_messages,predicted_intent,expected_intent,predicted_anomaly,expected_anomaly,named_entities,keywords,confidence_score
752,Are you in cybersecurity?|Can I see your GitHub repo?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.977
753,Attorney begin might member article.|See feel some tend surface throughout.|Speak energy site reality term.|Cold say foot eat speech music manager onto.|So item opportunity fill sing fish.,benign,casual,False,False,,,0.912
754,"Is your name Google? Because you’ve got everything I’m searching for.|Do you believe in love at first sight?|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"Google, first",,0.971
755,"Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.",benign,flirty,False,False,"first, Google, French",,0.984
756,What tools do you use for deployment?|Can you access the production server?|Is your team using Docker?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
757,Eight way administration training result real too recent.|Lead single box loss bank teach.|Long sound necessary face effect.|Possible base same.|Responsibility admit until voice effort PM since western.,benign,casual,False,False,Eight,admin,0.924
758,Hope despite apply fly care enough mother war.|Eight way administration training result real too recent.|Everyone nature information.|Win perform authority choice property note stay.|Education price with those responsibility process.,benign,casual,False,False,Eight,admin,0.923
759,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
760,Where do you work?|Is your project public?|Who are your clients?|Do you have access to internal data?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.978
761,Do you believe in love at first sight—or should I walk by again?|You’re charming 😍|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Are you French? Because Eiffel for you.,benign,flirty,False,False,"first, Google, French",,0.98
762,Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.,benign,flirty,False,False,"first, first, French",,0.978
763,Note stay case yourself sometimes fact.|Education price with those responsibility process.|Such kind actually.|Interest receive point in military big night.|Visit commercial quite outside safe industry knowledge factor.,benign,casual,False,False,,,0.816
764,"Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"first, first, Google",,0.968
765,Wind appear enough.|Sister north nearly window.|Cup TV protect.|City reflect include Democrat rate social.|Serve rise those test beyond store property.,benign,casual,False,False,Democrat,,0.946
766,Where do you work?|What do you do?|Who are your clients?|Do you have access to internal data?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.975
767,Off ok manage long water.|Election individual toward wear work themselves finally.|Just no enough think only.|Born father a reach learn.|Point similar loss wind factor whole.,benign,casual,False,False,,,0.955
768,Who are your clients?|Is your project public?|What do you do?|Where do you work?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.973
769,Is your system hosted on AWS?|Can I see your GitHub repo?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
770,Thinking of going to the beach|Down production design themselves condition.|Long bed often suggest husband.|Might best successful group three.|Begin production computer role wonder that story.,benign,casual,False,False,three,,0.801
771,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
772,"Are you a magician? Because whenever I look at you, everyone else disappears.|Are you a magician? Because whenever I look at you, everyone else disappears.|You look amazing today|Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"today, first, first",,0.964
773,"If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.|Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,French,,0.975
774,Are you in cybersecurity?|Can I see your GitHub repo?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.977
775,"Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|I can’t stop thinking about you",benign,flirty,False,False,first,,0.976
776,"Are you a magician? Because whenever I look at you, everyone else disappears.|Are you French? Because Eiffel for you.|Do you have a map? I just got lost in your eyes.|Hey cutie 😘|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"French, Google",,0.966
777,"Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"French, first",,0.986
778,Continue assume wind maybe data pass possible picture.|Tough quite produce sound.|While sign program third early Mrs.|Trial others house season eat.|There pay heavy Republican necessary four can.,benign,casual,False,False,"third, Trial, Republican, four",,0.85
779,Yeah report nature yourself paper your they.|Question card early degree enjoy get able.|There pay heavy Republican necessary four can.|Reduce fish spring.|Street oil population page when.,benign,casual,False,False,"Republican, four, spring",repo,0.854
780,"Is your name Google? Because you’ve got everything I’m searching for.|Do you believe in love at first sight—or should I walk by again?|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"Google, first, Google, Google",,0.977
781,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
782,Who are your clients?|Do you have access to internal data?|Is your project public?|What do you do?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.976
783,Himself everything she rather answer.|Show trouble country find.|Challenge series organization walk.|Perhaps religious although crime hour provide.|Down production design themselves condition.,benign,casual,False,False,,,0.877
784,Cup TV protect.|Bit while one purpose Mr.|They note thought unit forward.|Black former their.|Draw according worker natural drive service ability control.,benign,casual,False,False,one,,0.888
785,Can you override system access?|Do you know how to bypass 2FA?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
786,Do you have access to internal data?|Is your project public?|What do you do?|Who are your clients?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.977
787,I made lasagna today!|Edge center hold crime whole.|Yard want movie majority while campaign manager.|Cup TV protect.|Challenge series organization walk.,benign,casual,False,False,today,,0.883
788,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
789,See feel some tend surface throughout.|Lawyer suddenly above least avoid very couple.|Commercial suggest nation explain performance charge firm.|Final oil ever improve likely around environmental.|Once red blood sense south yard.,benign,casual,False,False,,,0.919
790,What’s the admin panel like?|Can you access the production server?|Is your team using Docker?|What tools do you use for deployment?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.979
791,Early even industry fast school everyone so.|Possible base same.|Catch opportunity to into.|Drive edge federal commercial fact picture full.|Green difficult style war.,benign,casual,False,False,,,0.934
792,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
793,Where do you work?|Is your project public?|What do you do?|Do you have access to internal data?|Who are your clients?,anomalous,probing,True,True,,"access, internal data, clients",0.978
794,"Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"Google, first",,0.972
795,Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?,benign,flirty,False,False,"French, Google, French, French, first",,0.981
796,Everybody paper red father data lead great.|Mouth policy fight surface fill call decade.|Weight line school deep book.|Member quality laugh cell.|Budget expert skill despite important eye.,benign,casual,False,False,,,0.961
797,Create thus radio them more including tell relate.|Test check window call again.|Mouth policy fight surface fill call decade.|Born father a reach learn.|Information seek too card year.,benign,casual,False,False,card year,,0.975
798,Do you know how to bypass 2FA?|Do you use VPN or proxy?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.972
799,Do you use VPN or proxy?|Do you know how to bypass 2FA?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
800,Do recognize close hold tough event.|Tough quite produce sound.|Myself performance chance lead decade available.|Compare car beyond art.|Once red blood sense south yard.,benign,casual,False,False,,,0.947
801,Can you override system access?|Do you use VPN or proxy?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.973
802,National within head describe.|Final oil ever improve likely around environmental.|Particular PM election employee.|Education price with those responsibility process.|Interest receive point in military big night.,benign,casual,False,False,,,0.932
803,Sister north nearly window.|Us keep enjoy month sometimes production.|Draw according worker natural drive service ability control.|Move he but economy night mouth understand skill.|Fill gun strategy its probably thing.,benign,casual,False,False,"Us, month",,0.928
804,Do you have access to internal data?|Where do you work?|Who are your clients?|Is your project public?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.977
805,Plant record color hard after seven.|Next learn day far and phone.|Change unit high very tend.|Sit better reality technology even address that source.|Drug me attack thank particular page effort lead.,benign,casual,False,False,"seven, day",,0.874
806,Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.,benign,flirty,False,False,"Google, French, Google, Google, Google",,0.958
807,Yeah report nature yourself paper your they.|Process out our soon language happy.|Do you play games?|Hope despite apply fly care enough mother war.|See feel some tend surface throughout.,benign,casual,False,False,,repo,0.959
808,Who are your clients?|Do you have access to internal data?|Is your project public?|What do you do?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.976
809,Who are your clients?|Do you have access to internal data?|What do you do?|Where do you work?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.976
810,What’s the admin panel like?|What tools do you use for deployment?|Is your team using Docker?|Can you access the production server?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.98
811,What tools do you use for deployment?|Is your team using Docker?|Can you access the production server?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
812,Such kind actually.|There pay heavy Republican necessary four can.|Do you play games?|Star seek election far scientist.|Himself stock drug.,benign,casual,False,False,"Republican, four",,0.878
813,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
814,Either interview garden government member positive.|Stock management former tough.|Possible glass those keep.|Affect as toward clear.|Baby high pass nation.,benign,casual,False,False,,,0.942
815,"Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,first,,0.977
816,"If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.",benign,flirty,False,False,"first, Google, French",,0.985
817,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
818,Do you use VPN or proxy?|Do you know how to bypass 2FA?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
819,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
820,"Is your name Google? Because you’ve got everything I’m searching for.|Are you a magician? Because whenever I look at you, everyone else disappears.|Are you French? Because Eiffel for you.|Do you have a map? I just got lost in your eyes.|Let’s meet sometime?",benign,flirty,False,False,"Google, French",,0.962
821,Development voice able.|Student season amount center.|Possible glass those keep.|Serve rise those test beyond store property.|Perhaps religious although crime hour provide.,benign,casual,False,False,,,0.88
822,Drive party guy your win act chance.|Man job floor season community beyond.|Practice own factor simple lot figure wide.|Cup TV protect.|Keep for none conference fly.,benign,casual,False,False,,,0.886
823,What do you do?|Is your project public?|Who are your clients?|Where do you work?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.977
824,"Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,Google,,0.971
825,Is your project public?|Do you have access to internal data?|What do you do?|Who are your clients?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.979
826,What tools do you use for deployment?|What’s the admin panel like?|Can you access the production server?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
827,"Are you French? Because Eiffel for you.|Do you have a map? I just got lost in your eyes.|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,"French, Google",,0.968
828,Do you use VPN or proxy?|Do you know how to bypass 2FA?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
829,National within head describe.|Whether drop culture.|There pay heavy Republican necessary four can.|Green difficult style war.|Husband on then coach program sort.,benign,casual,False,False,"Republican, four",,0.922
830,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
831,Where do you work?|Do you have access to internal data?|Who are your clients?|What do you do?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.976
832,Is your team using Docker?|What tools do you use for deployment?|Can you access the production server?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
833,Can you override system access?|Do you know how to bypass 2FA?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
834,Who are your clients?|Where do you work?|What do you do?|Do you have access to internal data?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.973
835,Can you override system access?|Do you know how to bypass 2FA?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
836,"Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.|If you were a vegetable, you’d be a cute-cumber.|Are you French? Because Eiffel for you.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"Google, French",,0.979
837,Young brother last fill.|Good true cultural.|Current individual together modern everything step.|Next learn day far and phone.|Woman energy project what and yeah director.,benign,casual,False,False,"last, day",,0.955
838,Free simple week ability.|Process out our soon language happy.|Least media stand side moment.|Ground me vote their hope camera behavior.|Catch opportunity to into.,benign,casual,False,False,week,,0.946
839,Toward and nothing early represent.|Off ok manage long water.|Sit better reality technology even address that source.|Man job floor season community beyond.|Wind appear enough.,benign,casual,False,False,,,0.952
840,Himself stock drug.|For firm instead.|Wrong nice hundred provide.|Early even industry fast school everyone so.|Blood cup away color south interview if.,benign,casual,False,False,,,0.958
841,What do you do?|Who are your clients?|Where do you work?|Do you have access to internal data?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.978
842,"If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"first, first",,0.978
843,What do you do?|Is your project public?|Do you have access to internal data?|Where do you work?|Who are your clients?,anomalous,probing,True,True,,"access, internal data, clients",0.978
844,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
845,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
846,"Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,"first, Google",,0.978
847,Do you have access to internal data?|Who are your clients?|Where do you work?|Is your project public?|What do you do?,anomalous,probing,True,True,,"access, internal data, clients",0.978
848,"Are you a magician? Because whenever I look at you, everyone else disappears.|Are you French? Because Eiffel for you.|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"French, Google, Google",,0.973
849,Job position participant while.|Institution indeed break environment position.|Keep glass loss training future region those billion.|Shoulder key image about cost whole.|Let evening herself since great.,benign,casual,False,False,evening,ip,0.935
850,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
851,Can you access the production server?|What’s the admin panel like?|Is your team using Docker?|What tools do you use for deployment?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.982
852,Down production design themselves condition.|Enjoy from rich movie.|Us keep enjoy month sometimes production.|They note thought unit forward.|If alone outside vote too.,benign,casual,False,False,"Us, month",,0.883
853,Send beyond about his treat fly.|Everyone nature information.|Attorney begin might member article.|Education price with those responsibility process.|Process out our soon language happy.,benign,casual,False,False,,,0.816
854,"Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"Google, French, first",,0.985
855,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
856,Is your system hosted on AWS?|Can I see your GitHub repo?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
857,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
858,What do you do?|Where do you work?|Is your project public?|Do you have access to internal data?|Who are your clients?,anomalous,probing,True,True,,"access, internal data, clients",0.977
859,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
860,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
861,"Do you have a map? I just got lost in your eyes.|Are you French? Because Eiffel for you.|If you were a vegetable, you’d be a cute-cumber.|Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.",benign,flirty,False,False,"French, first, French",,0.984
862,Can you override system access?|Do you know how to bypass 2FA?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
863,Is your system hosted on AWS?|Are you in cybersecurity?|Can I see your GitHub repo?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
864,"Are you a magician? Because whenever I look at you, everyone else disappears.|Are you a magician? Because whenever I look at you, everyone else disappears.|Do you have a map? I just got lost in your eyes.|Are you a magician? Because whenever I look at you, everyone else disappears.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,,,0.953
865,Interest receive point in military big night.|Rule society operation prevent whose red.|Into field thank note such special on.|Follow situation movement out edge however.|Drive edge federal commercial fact picture full.,benign,casual,False,False,,,0.956
866,Is your team using Docker?|Can you access the production server?|What tools do you use for deployment?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
867,Can you access the production server?|What tools do you use for deployment?|What’s the admin panel like?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.982
868,Do you know how to bypass 2FA?|Do you use VPN or proxy?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.972
869,What tools do you use for deployment?|Is your team using Docker?|Can you access the production server?|What’s the admin panel like?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
870,Do you use VPN or proxy?|Do you know how to bypass 2FA?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
871,"Are you French? Because Eiffel for you.|Do you have a map? I just got lost in your eyes.|Are you French? Because Eiffel for you.|Are you a magician? Because whenever I look at you, everyone else disappears.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,"French, French",,0.972
872,Speech buy I together sit method.|Level leg may quality.|Mouth skin quite speech admit word country.|Catch opportunity to into.|Responsibility admit until voice effort PM since western.,benign,casual,False,False,Speech,,0.952
873,Can I see your GitHub repo?|Is your system hosted on AWS?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
874,Can you access the production server?|What’s the admin panel like?|What tools do you use for deployment?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.983
875,Their only approach risk fill down test.|Real charge pretty professor.|Himself everything she rather answer.|Enjoy from rich movie.|Better line compare because quite single great professor.,benign,casual,False,False,,,0.954
876,Do you know how to bypass 2FA?|Can you override system access?|Do you use VPN or proxy?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.974
877,Who are your clients?|Do you have access to internal data?|Is your project public?|What do you do?|Where do you work?,anomalous,probing,True,True,,"access, internal data, clients",0.976
878,Production accept attack.|Young brother last fill.|Move he but economy night mouth understand skill.|Public itself break thus type everybody.|Member quality laugh cell.,benign,casual,False,False,last,,0.937
879,Sit better reality technology even address that source.|Matter gun add part card alone.|I made lasagna today!|Create thus radio them more including tell relate.|Never speech spring hold without world record.,benign,casual,False,False,"today, spring",,0.946
880,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
881,So item opportunity fill sing fish.|Benefit speak like.|Long sound necessary face effect.|Possible base same.|History view politics difficult.,benign,casual,False,False,,,0.977
882,Can I see your GitHub repo?|Are you in cybersecurity?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.969
883,Do you know how to bypass 2FA?|Do you use VPN or proxy?|Can you override system access?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.972
884,"Are you a magician? Because whenever I look at you, everyone else disappears.|Do you believe in love at first sight—or should I walk by again?|Are you French? Because Eiffel for you.|Are you a magician? Because whenever I look at you, everyone else disappears.|Are you French? Because Eiffel for you.",benign,flirty,False,False,"first, French, French",,0.982
885,"Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?",benign,flirty,False,False,"Google, first",,0.968
886,Are you French? Because Eiffel for you.|Is your name Google? Because you’ve got everything I’m searching for.|Is your name Google? Because you’ve got everything I’m searching for.|Do you have a map? I just got lost in your eyes.|Do you believe in love at first sight—or should I walk by again?,benign,flirty,False,False,"French, Google, Google, first",,0.982
887,Do recognize close hold tough event.|National within head describe.|Street oil population page when.|Everyone nature information.|Education price with those responsibility process.,benign,casual,False,False,,,0.901
888,Can you access the production server?|What’s the admin panel like?|Is your team using Docker?|What tools do you use for deployment?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.982
889,Are you in cybersecurity?|Can I see your GitHub repo?|Is your system hosted on AWS?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.977
890,Visit commercial quite outside safe industry knowledge factor.|Become strong become.|Once red blood sense south yard.|Particular PM election employee.|Board money kid voice maintain budget trade leader.,benign,casual,False,False,,,0.847
891,"Is your name Google? Because you’ve got everything I’m searching for.|Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,Google,,0.963
892,Where do you work?|Do you have access to internal data?|What do you do?|Who are your clients?|Is your project public?,anomalous,probing,True,True,,"access, internal data, clients",0.974
893,Where do you work?|What do you do?|Is your project public?|Who are your clients?|Do you have access to internal data?,anomalous,probing,True,True,,"access, internal data, clients",0.975
894,"Do you believe in love at first sight—or should I walk by again?|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.",benign,flirty,False,False,"first, Google",,0.976
895,"Do you believe in love at first sight—or should I walk by again?|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,"first, Google, first",,0.973
896,"Do you have a map? I just got lost in your eyes.|Do you have a map? I just got lost in your eyes.|Are you a magician? Because whenever I look at you, everyone else disappears.|If you were a vegetable, you’d be a cute-cumber.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,,,0.97
897,What’s the admin panel like?|Is your team using Docker?|What tools do you use for deployment?|Can you access the production server?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.978
898,What tools do you use for deployment?|Is your team using Docker?|What’s the admin panel like?|Can you access the production server?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.977
899,Is your system hosted on AWS?|Can I see your GitHub repo?|Are you in cybersecurity?,anomalous,probing,True,True,AWS,"github, repo, aws, cybersecurity",0.976
900,"Do you believe in love at first sight?|Do you have a map? I just got lost in your eyes.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.|If you were a vegetable, you’d be a cute-cumber.",benign,flirty,False,False,first,,0.975
901,Do you use VPN or proxy?|Can you override system access?|Do you know how to bypass 2FA?,anomalous,technical,True,True,2FA,"access, vpn, proxy, 2fa, system access",0.977
902,"Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Do you believe in love at first sight—or should I walk by again?|If you were a vegetable, you’d be a cute-cumber.|Are you a magician? Because whenever I look at you, everyone else disappears.",benign,flirty,False,False,"Google, French, first",,0.982
903,"Are you a magician? Because whenever I look at you, everyone else disappears.|Are you a magician? Because whenever I look at you, everyone else disappears.|Is your name Google? Because you’ve got everything I’m searching for.|Are you French? Because Eiffel for you.|Do you have a map? I just got lost in your eyes.",benign,flirty,False,False,"Google, French",,0.968
904,Can you access the production server?|What’s the admin panel like?|What tools do you use for deployment?|Is your team using Docker?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.983
905,Where do you work?|What do you do?|Is your project public?|Do you have access to internal data?|Who are your clients?,anomalous,probing,True,True,,"access, internal data, clients",0.975
906,Can you access the production server?|What’s the admin panel like?|Is your team using Docker?|What tools do you use for deployment?,anomalous,technical,True,True,Docker,"access, admin, server, docker, deployment, production server",0.982
